content,case folding,tokenizing,normalisasi,stemming teks,filtering-teks
Kenapa fitur untuk pembayaran di gerai dan bank ngga ada,kenapa fitur untuk pembayaran  gerai  bank ngga ,"['kenapa', 'fitur', 'untuk', 'pembayaran', 'gerai', 'bank', 'ngga']","['mengapa', 'fitur', 'untuk', 'pembayaran', 'gerai', 'bank', 'tidak']","['mengapa', 'fitur', 'untuk', 'bayar', 'gerai', 'bank', 'tidak']","['fitur', 'bayar', 'gerai', 'bank']"
Naik kereta sekarang lebih nyaman dan aman.,naik kereta sekarang lebih nyaman  aman,"['naik', 'kereta', 'sekarang', 'lebih', 'nyaman', 'aman']","['naik', 'kereta', 'sekarang', 'lebih', 'nyaman', 'aman']","['naik', 'kereta', 'sekarang', 'lebih', 'nyaman', 'aman']","['kereta', 'nyaman', 'aman']"
apk nya ok banget.....👍👍👍👍,   banget,['banget'],['sekali'],['sekali'],[]
Ini udah bagus banget. Cuman kalau bisa ditambahkan lagi fitur rute nya.. biar kita lebih paham berapa stasiun yg dilewatin atau lewat stasiun mana aja kereta yg kita naikin., udah bagus banget cuman kalau bisa ditambahkan lagi fitur rute  biar kita lebih paham berapa stasiun  dilewatin atau lewat stasiun mana  kereta  kita naikin,"['udah', 'bagus', 'banget', 'cuman', 'kalau', 'bisa', 'ditambahkan', 'lagi', 'fitur', 'rute', 'biar', 'kita', 'lebih', 'paham', 'berapa', 'stasiun', 'dilewatin', 'atau', 'lewat', 'stasiun', 'mana', 'kereta', 'kita', 'naikin']","['sudah', 'bagus', 'sekali', 'hanya', 'jika', 'bisa', 'ditambahkan', 'lagi', 'fitur', 'rute', 'agar', 'kita', 'lebih', 'paham', 'berapa', 'stasiun', 'dilewatin', 'atau', 'lewat', 'stasiun', 'mana', 'kereta', 'kita', 'naikin']","['sudah', 'bagus', 'sekali', 'hanya', 'jika', 'bisa', 'tambah', 'lagi', 'fitur', 'rute', 'agar', 'kita', 'lebih', 'paham', 'berapa', 'stasiun', 'dilewatin', 'atau', 'lewat', 'stasiun', 'mana', 'kereta', 'kita', 'naikin']","['bagus', 'fitur', 'rute', 'paham', 'stasiun', 'dilewatin', 'stasiun', 'kereta', 'naikin']"
Sangat membantu untuk memesan tiket kereta api. Bisa memilih posisi tempat duduk. Ada fitur e-boarding pass jadi membantu kalau keburu-buru gak sempet mencetak yang fisik di stasiun.,sangat membantu untuk memesan tiket kereta  bisa memilih posisi tempat duduk  fitur eboarding pass jadi membantu kalau keburuburu  sempet mencetak yang fisik  stasiun,"['sangat', 'membantu', 'untuk', 'memesan', 'tiket', 'kereta', 'bisa', 'memilih', 'posisi', 'tempat', 'duduk', 'fitur', 'eboarding', 'pass', 'jadi', 'membantu', 'kalau', 'keburuburu', 'sempet', 'mencetak', 'yang', 'fisik', 'stasiun']","['sangat', 'membantu', 'untuk', 'memesan', 'tiket', 'kereta', 'bisa', 'memilih', 'posisi', 'tempat', 'duduk', 'fitur', 'boarding', 'pass', 'elekronik', 'saat', 'sehingga', 'membantu', 'jika', 'keburu', 'sempat', 'mencetak', 'yang', 'fisik', 'stasiun']","['sangat', 'bantu', 'untuk', 'mes', 'tiket', 'kereta', 'bisa', 'pilih', 'posisi', 'tempat', 'duduk', 'fitur', 'boarding', 'pass', 'elekronik', 'saat', 'sehingga', 'bantu', 'jika', 'keburu', 'sempat', 'cetak', 'yang', 'fisik', 'stasiun']","['bantu', 'mes', 'tiket', 'kereta', 'pilih', 'posisi', 'duduk', 'fitur', 'boarding', 'pass', 'elekronik', 'bantu', 'keburu', 'cetak', 'fisik', 'stasiun']"
Mohon kepada pihak KAI Acces untuk menambahkan fitur ganti tempat duduk di KA lokal. Biar kita bisa janjian sama temen dan juga membuat perjalanan kereta api lebih seru. Karena minesnya pada aplikasi yang terkadang suka error. Juga tidak bisa pilih tempat duduk untuk KA Lokal. Sekian sekiranya masukkan saya bisa di tambah menjadi fitur. Terimakasih,mohon kepada pihak kai acces untuk menambahkan fitur ganti tempat duduk   lokal biar kita bisa janjian sama temen  juga membuat perjalanan kereta  lebih seru karena minesnya pada aplikasi yang terkadang suka error juga tidak bisa pilih tempat duduk untuk  lokal sekian sekiranya masukkan saya bisa  tambah menjadi fitur terimakasih,"['mohon', 'kepada', 'pihak', 'kai', 'acces', 'untuk', 'menambahkan', 'fitur', 'ganti', 'tempat', 'duduk', 'lokal', 'biar', 'kita', 'bisa', 'janjian', 'sama', 'temen', 'juga', 'membuat', 'perjalanan', 'kereta', 'lebih', 'seru', 'karena', 'minesnya', 'pada', 'aplikasi', 'yang', 'terkadang', 'suka', 'error', 'juga', 'tidak', 'bisa', 'pilih', 'tempat', 'duduk', 'untuk', 'lokal', 'sekian', 'sekiranya', 'masukkan', 'saya', 'bisa', 'tambah', 'menjadi', 'fitur', 'terimakasih']","['mohon', 'kepada', 'pihak', 'kai', 'access', 'untuk', 'menambahkan', 'fitur', 'ubah', 'tempat', 'duduk', 'lokal', 'agar', 'kita', 'bisa', 'janjian', 'sama', 'temen', 'juga', 'membuat', 'perjalanan', 'kereta', 'lebih', 'seru', 'karena', 'minus', 'nya', 'banyak', 'orang', 'aplikasi', 'yang', 'terkadang', 'suka', 'kesalahan', 'juga', 'tidak', 'bisa', 'pilih', 'tempat', 'duduk', 'untuk', 'lokal', 'sekian', 'sekiranya', 'masukkan', 'saya', 'bisa', 'tambah', 'menjadi', 'fitur', 'terima', 'kasih']","['mohon', 'kepada', 'pihak', 'kai', 'access', 'untuk', 'tambah', 'fitur', 'ubah', 'tempat', 'duduk', 'lokal', 'agar', 'kita', 'bisa', 'janji', 'sama', 'temen', 'juga', 'buat', 'jalan', 'kereta', 'lebih', 'seru', 'karena', 'minus', 'nya', 'banyak', 'orang', 'aplikasi', 'yang', 'terkadang', 'suka', 'salah', 'juga', 'tidak', 'bisa', 'pilih', 'tempat', 'duduk', 'untuk', 'lokal', 'sekian', 'sekira', 'masuk', 'saya', 'bisa', 'tambah', 'jadi', 'fitur', 'terima', 'kasih']","['mohon', 'kai', 'access', 'fitur', 'ubah', 'duduk', 'lokal', 'janji', 'temen', 'jalan', 'kereta', 'seru', 'minus', 'orang', 'aplikasi', 'terkadang', 'suka', 'salah', 'pilih', 'duduk', 'lokal', 'sekian', 'sekira', 'masuk', 'fitur', 'terima', 'kasih']"
"Apk yang bagus banget ,kita lebih mudah pesen tiket online ga perlu ribet ribet lgi ,gampang mudah terus jg bisa pilih kursi sendiri lagi ,bgus bnget deh cepet tanpa ribet ,terbantu bnget pokoknya", yang bagus banget kita lebih mudah pesen tiket online  perlu ribet ribet  gampang mudah terus  bisa pilih kursi sendiri lagi bgus bnget  cepet tanpa ribet terbantu bnget pokoknya,"['yang', 'bagus', 'banget', 'kita', 'lebih', 'mudah', 'pesen', 'tiket', 'online', 'perlu', 'ribet', 'ribet', 'gampang', 'mudah', 'terus', 'bisa', 'pilih', 'kursi', 'sendiri', 'lagi', 'bgus', 'bnget', 'cepet', 'tanpa', 'ribet', 'terbantu', 'bnget', 'pokoknya']","['yang', 'bagus', 'sekali', 'kita', 'lebih', 'mudah', 'pesan', 'tiket', 'online', 'perlu', 'rumit', 'mudah', 'kemudian', 'bisa', 'pilih', 'kursi', 'sendiri', 'lagi', 'bagus', 'banget', 'cepat', 'tanpa', 'rumit', 'terbantu', 'banget', 'intinya']","['yang', 'bagus', 'sekali', 'kita', 'lebih', 'mudah', 'pesan', 'tiket', 'online', 'perlu', 'rumit', 'mudah', 'kemudian', 'bisa', 'pilih', 'kursi', 'sendiri', 'lagi', 'bagus', 'banget', 'cepat', 'tanpa', 'rumit', 'bantu', 'banget', 'inti']","['bagus', 'mudah', 'pesan', 'tiket', 'online', 'rumit', 'mudah', 'pilih', 'kursi', 'bagus', 'banget', 'cepat', 'rumit', 'bantu', 'banget', 'inti']"
sangat membantu sekali,sangat membantu sekali,"['sangat', 'membantu', 'sekali']","['sangat', 'membantu', 'sekali']","['sangat', 'bantu', 'sekali']",['bantu']
"KAI access keren, kalo nyediain pemesanan KA lokal, pleaseee... sediain pemesanan KA lokaaal...",kai access keren kalo nyediain pemesanan  lokal pleaseee sediain pemesanan  lokaaal,"['kai', 'access', 'keren', 'kalo', 'nyediain', 'pemesanan', 'lokal', 'pleaseee', 'sediain', 'pemesanan', 'lokaaal']","['kai', 'access', 'keren', 'jika', 'menyediakan', 'pemesanan', 'lokal', 'mohon', 'sedia', 'pemesanan', 'local']","['kai', 'access', 'keren', 'jika', 'sedia', 'mesan', 'lokal', 'mohon', 'sedia', 'mesan', 'local']","['kai', 'access', 'keren', 'sedia', 'mesan', 'lokal', 'mohon', 'sedia', 'mesan', 'local']"
Sangat membantu..!!,sangat membantu,"['sangat', 'membantu']","['sangat', 'membantu']","['sangat', 'bantu']",['bantu']
"Amazing,, lebih mudah dan praktis, skrng bisa cancel dan ubah jadwal via aplikasi ini, sudah gak zaman antri panas2an, semua sudah dalam 1 genggaman.",amazing lebih mudah  praktis skrng bisa cancel  ubah jadwal  aplikasi  sudah  zaman antri panasan semua sudah dalam genggaman,"['amazing', 'lebih', 'mudah', 'praktis', 'skrng', 'bisa', 'cancel', 'ubah', 'jadwal', 'aplikasi', 'sudah', 'zaman', 'antri', 'panasan', 'semua', 'sudah', 'dalam', 'genggaman']","['luar', 'biasa', 'lebih', 'mudah', 'praktis', 'sekarang', 'bisa', 'membatalkan', 'ubah', 'jadwal', 'aplikasi', 'sudah', 'zaman', 'antre', 'kepanasan', 'semua', 'sudah', 'dalam', 'genggaman']","['luar', 'biasa', 'lebih', 'mudah', 'praktis', 'sekarang', 'bisa', 'batal', 'ubah', 'jadwal', 'aplikasi', 'sudah', 'zaman', 'antre', 'panas', 'semua', 'sudah', 'dalam', 'genggam']","['mudah', 'praktis', 'batal', 'ubah', 'jadwal', 'aplikasi', 'zaman', 'antre', 'panas', 'genggam']"
"Access by KAU, bagi saya sangat baik, membantu percepatan cari tiket KA yg sesuai dgn kebutuhan trayek dan harga tiketnya.",access   bagi saya sangat baik membantu percepatan cari tiket   sesuai  kebutuhan trayek  harga tiketnya,"['access', 'bagi', 'saya', 'sangat', 'baik', 'membantu', 'percepatan', 'cari', 'tiket', 'sesuai', 'kebutuhan', 'trayek', 'harga', 'tiketnya']","['access', 'bagi', 'saya', 'sangat', 'baik', 'membantu', 'percepatan', 'cari', 'tiket', 'sesuai', 'kebutuhan', 'rute', 'harga', 'tiketnya']","['access', 'bagi', 'saya', 'sangat', 'baik', 'bantu', 'cepat', 'cari', 'tiket', 'sesuai', 'butuh', 'rute', 'harga', 'tiket']","['access', 'bantu', 'cepat', 'cari', 'tiket', 'sesuai', 'butuh', 'rute', 'harga', 'tiket']"
Mudah diakses setiap saatj,mudah diakses setiap saatj,"['mudah', 'diakses', 'setiap', 'saatj']","['mudah', 'diakses', 'setiap', 'saat']","['mudah', 'akses', 'tiap', 'saat']","['mudah', 'akses']"
"Aplikasi nya sudah bagus, cuman untuk pembayaran itu ribet banget. Ketika pesan dan belum dibayar dan masuk dibagian menunggu itu di klik tidak bisa untuk dibayar. Jadi bingung bayarnya dimana karena tidak ada cara buat membayar nya. Cuman detailan saja. Itu seh yang bikin kesal.",aplikasi  sudah bagus cuman untuk pembayaran  ribet banget ketika pesan  belum dibayar  masuk dibagian menunggu   klik tidak bisa untuk dibayar jadi bingung bayarnya dimana karena tidak  cara buat membayar  cuman detailan saja   yang bikin kesal,"['aplikasi', 'sudah', 'bagus', 'cuman', 'untuk', 'pembayaran', 'ribet', 'banget', 'ketika', 'pesan', 'belum', 'dibayar', 'masuk', 'dibagian', 'menunggu', 'klik', 'tidak', 'bisa', 'untuk', 'dibayar', 'jadi', 'bingung', 'bayarnya', 'dimana', 'karena', 'tidak', 'cara', 'buat', 'membayar', 'cuman', 'detailan', 'saja', 'yang', 'bikin', 'kesal']","['aplikasi', 'sudah', 'bagus', 'hanya', 'untuk', 'pembayaran', 'rumit', 'sekali', 'ketika', 'pesan', 'belum', 'dibayar', 'masuk', 'dibagian', 'menunggu', 'klik', 'tidak', 'bisa', 'untuk', 'dibayar', 'sehingga', 'bingung', 'membayarnya', 'di', 'mana', 'karena', 'tidak', 'cara', 'untuk', 'membayar', 'hanya', 'detail', 'an', 'saja', 'yang', 'bikin', 'kesal']","['aplikasi', 'sudah', 'bagus', 'hanya', 'untuk', 'bayar', 'rumit', 'sekali', 'ketika', 'pesan', 'belum', 'bayar', 'masuk', 'bagi', 'tunggu', 'klik', 'tidak', 'bisa', 'untuk', 'bayar', 'sehingga', 'bingung', 'bayar', 'di', 'mana', 'karena', 'tidak', 'cara', 'untuk', 'bayar', 'hanya', 'detail', 'an', 'saja', 'yang', 'bikin', 'kesal']","['aplikasi', 'bagus', 'bayar', 'rumit', 'pesan', 'bayar', 'masuk', 'tunggu', 'klik', 'bayar', 'bingung', 'bayar', 'bayar', 'detail', 'kesal']"
"Terimakasih telah menyediakan aplikasi KAI Access, dengan adanya aplikasi ini dapat memudahkan para pengguna angkutan kereta api untuk melakukan pemesanan tiket kereta tanpa datang langsung ke loket di stasiun, dan tidak takut untuk kehabisan tiket kereta api..🙏",terimakasih telah menyediakan aplikasi kai access dengan adanya aplikasi  dapat memudahkan para pengguna angkutan kereta  untuk melakukan pemesanan tiket kereta tanpa datang langsung  loket  stasiun  tidak takut untuk kehabisan tiket kereta ,"['terimakasih', 'telah', 'menyediakan', 'aplikasi', 'kai', 'access', 'dengan', 'adanya', 'aplikasi', 'dapat', 'memudahkan', 'para', 'pengguna', 'angkutan', 'kereta', 'untuk', 'melakukan', 'pemesanan', 'tiket', 'kereta', 'tanpa', 'datang', 'langsung', 'loket', 'stasiun', 'tidak', 'takut', 'untuk', 'kehabisan', 'tiket', 'kereta']","['terima', 'kasih', 'sudah', 'menyediakan', 'aplikasi', 'kai', 'access', 'dengan', 'adanya', 'aplikasi', 'dapat', 'memudahkan', 'para', 'pengguna', 'angkutan', 'kereta', 'untuk', 'melakukan', 'pemesanan', 'tiket', 'kereta', 'tanpa', 'datang', 'langsung', 'loket', 'stasiun', 'tidak', 'takut', 'untuk', 'kehabisan', 'tiket', 'kereta']","['terima', 'kasih', 'sudah', 'sedia', 'aplikasi', 'kai', 'access', 'dengan', 'ada', 'aplikasi', 'dapat', 'mudah', 'para', 'guna', 'angkut', 'kereta', 'untuk', 'laku', 'mesan', 'tiket', 'kereta', 'tanpa', 'datang', 'langsung', 'loket', 'stasiun', 'tidak', 'takut', 'untuk', 'habis', 'tiket', 'kereta']","['terima', 'kasih', 'sedia', 'aplikasi', 'kai', 'access', 'aplikasi', 'mudah', 'angkut', 'kereta', 'laku', 'mesan', 'tiket', 'kereta', 'langsung', 'loket', 'stasiun', 'takut', 'habis', 'tiket', 'kereta']"
"Liat jadwal ka, pemesanan, reschedule, pembatalan tiket jadi lebih mudah n praktis tinggal klik aja gak perlu repot repot ke stasiun. Aplikasi yang sangat membantu dan bermanfaat.",liat jadwal  pemesanan reschedule pembatalan tiket jadi lebih mudah  praktis tinggal klik   perlu repot repot  stasiun aplikasi yang sangat membantu  bermanfaat,"['liat', 'jadwal', 'pemesanan', 'reschedule', 'pembatalan', 'tiket', 'jadi', 'lebih', 'mudah', 'praktis', 'tinggal', 'klik', 'perlu', 'repot', 'repot', 'stasiun', 'aplikasi', 'yang', 'sangat', 'membantu', 'bermanfaat']","['lihat', 'jadwal', 'pemesanan', 'mengubah', 'jadwal', 'pembatalan', 'tiket', 'sehingga', 'lebih', 'mudah', 'praktis', 'hanya', 'perlu', 'klik', 'perlu', 'repot', 'stasiun', 'aplikasi', 'yang', 'sangat', 'membantu', 'bermanfaat']","['lihat', 'jadwal', 'mesan', 'ubah', 'jadwal', 'batal', 'tiket', 'sehingga', 'lebih', 'mudah', 'praktis', 'hanya', 'perlu', 'klik', 'perlu', 'repot', 'stasiun', 'aplikasi', 'yang', 'sangat', 'bantu', 'manfaat']","['lihat', 'jadwal', 'mesan', 'ubah', 'jadwal', 'batal', 'tiket', 'mudah', 'praktis', 'klik', 'repot', 'stasiun', 'aplikasi', 'bantu', 'manfaat']"
"Sangat membantu, karena kita bisa beli tiket di mana saja, kapan saja, mudah untuk pembayarannya, bisa memilih kursi sendiri, nggak ribet deh.. Terima kasih KAI Access..",sangat membantu karena kita bisa beli tiket  mana saja kapan saja mudah untuk pembayarannya bisa memilih kursi sendiri nggak ribet  terima kasih kai access,"['sangat', 'membantu', 'karena', 'kita', 'bisa', 'beli', 'tiket', 'mana', 'saja', 'kapan', 'saja', 'mudah', 'untuk', 'pembayarannya', 'bisa', 'memilih', 'kursi', 'sendiri', 'nggak', 'ribet', 'terima', 'kasih', 'kai', 'access']","['sangat', 'membantu', 'karena', 'kita', 'bisa', 'beli', 'tiket', 'mana', 'saja', 'kapan', 'saja', 'mudah', 'untuk', 'pembayarannya', 'bisa', 'memilih', 'kursi', 'sendiri', 'tidak', 'rumit', 'terima', 'kasih', 'kai', 'access']","['sangat', 'bantu', 'karena', 'kita', 'bisa', 'beli', 'tiket', 'mana', 'saja', 'kapan', 'saja', 'mudah', 'untuk', 'bayar', 'bisa', 'pilih', 'kursi', 'sendiri', 'tidak', 'rumit', 'terima', 'kasih', 'kai', 'access']","['bantu', 'beli', 'tiket', 'mudah', 'bayar', 'pilih', 'kursi', 'rumit', 'terima', 'kasih', 'kai', 'access']"
Saya tidak menemukan kolom kritik dan saran di aplikasi. Secara umum kereta api sangat tepat waktu. Hanya kekurangan adalah kereta api eksekutif terlalu dingin.,saya tidak menemukan kolom kritik  saran  aplikasi secara umum kereta  sangat tepat waktu hanya kekurangan adalah kereta  eksekutif terlalu dingin,"['saya', 'tidak', 'menemukan', 'kolom', 'kritik', 'saran', 'aplikasi', 'secara', 'umum', 'kereta', 'sangat', 'tepat', 'waktu', 'hanya', 'kekurangan', 'adalah', 'kereta', 'eksekutif', 'terlalu', 'dingin']","['saya', 'tidak', 'menemukan', 'kolom', 'kritik', 'saran', 'aplikasi', 'secara', 'umum', 'kereta', 'sangat', 'tepat', 'waktu', 'hanya', 'kekurangan', 'adalah', 'kereta', 'eksekutif', 'terlalu', 'dingin']","['saya', 'tidak', 'temu', 'kolom', 'kritik', 'saran', 'aplikasi', 'cara', 'umum', 'kereta', 'sangat', 'tepat', 'waktu', 'hanya', 'kurang', 'adalah', 'kereta', 'eksekutif', 'terlalu', 'dingin']","['temu', 'kolom', 'kritik', 'saran', 'aplikasi', 'kereta', 'kereta', 'eksekutif', 'dingin']"
"Awal install tgl 9 Januari 2023 hanya merek ponsel tertentu saja (Lenovo A7000), tgl 15 Agustus install di ponsel Vivo y16 dua-duanya berhasil dan berjalan bagus. Sinyal tri kurang bagus, XL dan simpati sinyal stabil untuk melakukan transaksi.",awal install  januari hanya merek ponsel tertentu saja lenovo   agustus install  ponsel vivo  duaduanya berhasil  berjalan bagus sinyal  kurang bagus   simpati sinyal stabil untuk melakukan transaksi,"['awal', 'install', 'januari', 'hanya', 'merek', 'ponsel', 'tertentu', 'saja', 'lenovo', 'agustus', 'install', 'ponsel', 'vivo', 'duaduanya', 'berhasil', 'berjalan', 'bagus', 'sinyal', 'kurang', 'bagus', 'simpati', 'sinyal', 'stabil', 'untuk', 'melakukan', 'transaksi']","['awal', 'memasang', 'januari', 'hanya', 'merek', 'ponsel', 'tertentu', 'saja', 'lenovo', 'agustus', 'memasang', 'ponsel', 'vivo', 'duaduanya', 'berhasil', 'berjalan', 'bagus', 'sinyal', 'kurang', 'bagus', 'simpati', 'sinyal', 'stabil', 'untuk', 'melakukan', 'transaksi']","['awal', 'pasang', 'januari', 'hanya', 'merek', 'ponsel', 'tentu', 'saja', 'lenovo', 'agustus', 'pasang', 'ponsel', 'vivo', 'duaduanya', 'hasil', 'jalan', 'bagus', 'sinyal', 'kurang', 'bagus', 'simpati', 'sinyal', 'stabil', 'untuk', 'laku', 'transaksi']","['pasang', 'januari', 'merek', 'ponsel', 'lenovo', 'agustus', 'pasang', 'ponsel', 'vivo', 'duaduanya', 'hasil', 'jalan', 'bagus', 'sinyal', 'bagus', 'simpati', 'sinyal', 'stabil', 'laku', 'transaksi']"
"Bad banget login aja gk bisa"" udah berulang kali klik masuk tapi gk ada yang berubah masih tetep dihalaman login, gk habis pikir kok sekarang aplikasinya jadi gini padahal dulu lancar"" aja.", banget login   bisa udah berulang kali klik masuk tapi   yang berubah masih tetep dihalaman login  habis pikir  sekarang aplikasinya jadi gini padahal dulu lancar ,"['banget', 'login', 'bisa', 'udah', 'berulang', 'kali', 'klik', 'masuk', 'tapi', 'yang', 'berubah', 'masih', 'tetep', 'dihalaman', 'login', 'habis', 'pikir', 'sekarang', 'aplikasinya', 'jadi', 'gini', 'padahal', 'dulu', 'lancar']","['sekali', 'masuk', 'aplikasi', 'bisa', 'sudah', 'berulang', 'terkadang', 'klik', 'masuk', 'tetapi', 'yang', 'berubah', 'masih', 'tetap', 'dihalaman', 'masuk', 'aplikasi', 'habis', 'pikir', 'sekarang', 'aplikasi', 'nya', 'sehingga', 'seperti', 'ini', 'padahal', 'dahulu', 'lancar']","['sekali', 'masuk', 'aplikasi', 'bisa', 'sudah', 'ulang', 'terkadang', 'klik', 'masuk', 'tetapi', 'yang', 'ubah', 'masih', 'tetap', 'halaman', 'masuk', 'aplikasi', 'habis', 'pikir', 'sekarang', 'aplikasi', 'nya', 'sehingga', 'seperti', 'ini', 'padahal', 'dahulu', 'lancar']","['masuk', 'aplikasi', 'ulang', 'terkadang', 'klik', 'masuk', 'ubah', 'halaman', 'masuk', 'aplikasi', 'habis', 'pikir', 'aplikasi', 'lancar']"
"Mau pesen tiket selalu disuruh upgrade, tp ketika di klik tulisan email dan nomer sudah terdaftar. Terus gmn maksud nyaaa? Cara nya pesan gmn? Tiap mau pesan disuruh upgrade terus, pdhl sudah di upgrade hufffff", pesen tiket selalu disuruh upgrade  ketika  klik tulisan email  nomer sudah terdaftar terus  maksud nyaaa cara  pesan  tiap  pesan disuruh upgrade terus pdhl sudah  upgrade hufffff,"['pesen', 'tiket', 'selalu', 'disuruh', 'upgrade', 'ketika', 'klik', 'tulisan', 'email', 'nomer', 'sudah', 'terdaftar', 'terus', 'maksud', 'nyaaa', 'cara', 'pesan', 'tiap', 'pesan', 'disuruh', 'upgrade', 'terus', 'pdhl', 'sudah', 'upgrade', 'hufffff']","['pesan', 'tiket', 'selalu', 'disuruh', 'pembaruan', 'ketika', 'klik', 'tulisan', 'email', 'nomor', 'sudah', 'terdaftar', 'kemudian', 'maksud', 'nya', 'cara', 'pesan', 'tiap', 'pesan', 'disuruh', 'pembaruan', 'kemudian', 'padahal', 'sudah', 'pembaruan', 'hufffff']","['pesan', 'tiket', 'selalu', 'suruh', 'baru', 'ketika', 'klik', 'tulis', 'email', 'nomor', 'sudah', 'daftar', 'kemudian', 'maksud', 'nya', 'cara', 'pesan', 'tiap', 'pesan', 'suruh', 'baru', 'kemudian', 'padahal', 'sudah', 'baru', 'hufffff']","['pesan', 'tiket', 'suruh', 'klik', 'tulis', 'email', 'nomor', 'daftar', 'maksud', 'pesan', 'pesan', 'suruh']"
Daftar akun basic tp ga bisa2. Klik lanjutkan ttp aja stay di halaman yg sama meski diklik berkali2. Lebih enak sebelumnya. Mau pesen tiket jadi terhambat,daftar akun basic   bisa klik lanjutkan   stay  halaman  sama meski diklik berkali lebih enak sebelumnya  pesen tiket jadi terhambat,"['daftar', 'akun', 'basic', 'bisa', 'klik', 'lanjutkan', 'stay', 'halaman', 'sama', 'meski', 'diklik', 'berkali', 'lebih', 'enak', 'sebelumnya', 'pesen', 'tiket', 'jadi', 'terhambat']","['daftar', 'akun', 'basic', 'bisa', 'klik', 'lanjutkan', 'tetap', 'halaman', 'sama', 'perlu', 'diklik', 'berkali', 'lebih', 'nyaman', 'sebelum', 'nya', 'pesan', 'tiket', 'sehingga', 'terhambat']","['daftar', 'akun', 'basic', 'bisa', 'klik', 'lanjut', 'tetap', 'halaman', 'sama', 'perlu', 'klik', 'kali', 'lebih', 'nyaman', 'belum', 'nya', 'pesan', 'tiket', 'sehingga', 'hambat']","['daftar', 'akun', 'basic', 'klik', 'halaman', 'klik', 'kali', 'nyaman', 'pesan', 'tiket', 'hambat']"
