content,case folding,tokenizing,normalisasi,stemming teks,filtering-teks
Beli tiket jadi sangat mudah,beli tiket jadi sangat mudah,"['beli', 'tiket', 'jadi', 'sangat', 'mudah']","['beli', 'tiket', 'sehingga', 'sangat', 'mudah']","['beli', 'tiket', 'sehingga', 'sangat', 'mudah']","['beli', 'tiket', 'mudah']"
Semoga semakin bagus pelayanannya,semoga semakin bagus pelayanannya,"['semoga', 'semakin', 'bagus', 'pelayanannya']","['semoga', 'semakin', 'bagus', 'pelayanannya']","['moga', 'makin', 'bagus', 'layan']","['moga', 'bagus', 'layan']"
Semoga semakin berkembang kereta kita,semoga semakin berkembang kereta kita,"['semoga', 'semakin', 'berkembang', 'kereta', 'kita']","['semoga', 'semakin', 'berkembang', 'kereta', 'kita']","['moga', 'makin', 'kembang', 'kereta', 'kita']","['moga', 'kembang', 'kereta']"
"Kok gak bisa ya ketika mau melakukan pembayaran ,",  bisa  ketika  melakukan pembayaran,"['bisa', 'ketika', 'melakukan', 'pembayaran']","['bisa', 'ketika', 'melakukan', 'pembayaran']","['bisa', 'ketika', 'laku', 'bayar']","['laku', 'bayar']"
aplikasinya sangat bagus,aplikasinya sangat bagus,"['aplikasinya', 'sangat', 'bagus']","['aplikasi', 'nya', 'sangat', 'bagus']","['aplikasi', 'nya', 'sangat', 'bagus']","['aplikasi', 'bagus']"
memudahkan perjalanan kita,memudahkan perjalanan kita,"['memudahkan', 'perjalanan', 'kita']","['memudahkan', 'perjalanan', 'kita']","['mudah', 'jalan', 'kita']","['mudah', 'jalan']"
nyaman juga aman,nyaman juga aman,"['nyaman', 'juga', 'aman']","['nyaman', 'juga', 'aman']","['nyaman', 'juga', 'aman']","['nyaman', 'aman']"
layanan cepat,layanan cepat,"['layanan', 'cepat']","['layanan', 'cepat']","['layan', 'cepat']","['layan', 'cepat']"
mantap sangat membantu,mantap sangat membantu,"['mantap', 'sangat', 'membantu']","['bagus', 'sangat', 'membantu']","['bagus', 'sangat', 'bantu']","['bagus', 'bantu']"
"sangat membantu, 👍",sangat membantu,"['sangat', 'membantu']","['sangat', 'membantu']","['sangat', 'bantu']",['bantu']
Pertahankan yang sudah baik 👍👍👍,pertahankan yang sudah baik,"['pertahankan', 'yang', 'sudah', 'baik']","['pertahankan', 'yang', 'sudah', 'baik']","['tahan', 'yang', 'sudah', 'baik']",['tahan']
sangat membantu skali.... mantap...mantap... sukses slalu PT KAI... 😇😇😇👍👍👍,sangat membantu skali mantapmantap sukses slalu  kai,"['sangat', 'membantu', 'skali', 'mantapmantap', 'sukses', 'slalu', 'kai']","['sangat', 'membantu', 'sekali', 'mantap', 'sukses', 'selalu', 'kai']","['sangat', 'bantu', 'sekali', 'mantap', 'sukses', 'selalu', 'kai']","['bantu', 'mantap', 'sukses', 'kai']"
bagus Skali apk ini,bagus skali  ,"['bagus', 'skali']","['bagus', 'sekali']","['bagus', 'sekali']",['bagus']
sangat memudahkan pembelian tiket,sangat memudahkan pembelian tiket,"['sangat', 'memudahkan', 'pembelian', 'tiket']","['sangat', 'memudahkan', 'pembelian', 'tiket']","['sangat', 'mudah', 'beli', 'tiket']","['mudah', 'beli', 'tiket']"
Sy lebih suka yg versi lama ny. Kan tiket lebaran itu cepat habis dalam waktu 1-5menit ya. Klo sekarang dulu pesen tiket lebaran langsung menuju ke pembayaran nya jd langsung cpet gtu tp yg sekarang ada pilihan2 ny dulu itu yg membuat pemesanan tiket kereta terhambat. Tapi okelah ada pembatalan sama ubah jadwal gk jd masalah., lebih suka  versi lama   tiket lebaran  cepat habis dalam waktu menit   sekarang dulu pesen tiket lebaran langsung menuju  pembayaran   langsung cpet    sekarang  pilihan  dulu   membuat pemesanan tiket kereta terhambat tapi okelah  pembatalan sama ubah jadwal   masalah,"['lebih', 'suka', 'versi', 'lama', 'tiket', 'lebaran', 'cepat', 'habis', 'dalam', 'waktu', 'menit', 'sekarang', 'dulu', 'pesen', 'tiket', 'lebaran', 'langsung', 'menuju', 'pembayaran', 'langsung', 'cpet', 'sekarang', 'pilihan', 'dulu', 'membuat', 'pemesanan', 'tiket', 'kereta', 'terhambat', 'tapi', 'okelah', 'pembatalan', 'sama', 'ubah', 'jadwal', 'masalah']","['lebih', 'suka', 'versi', 'lama', 'tiket', 'lebaran', 'cepat', 'habis', 'dalam', 'waktu', 'menit', 'sekarang', 'dahulu', 'pesan', 'tiket', 'lebaran', 'langsung', 'menuju', 'pembayaran', 'langsung', 'cepat', 'sekarang', 'pilihan', 'dahulu', 'membuat', 'pemesanan', 'tiket', 'kereta', 'terhambat', 'tetapi', 'oke', 'pembatalan', 'sama', 'ubah', 'jadwal', 'masalah']","['lebih', 'suka', 'versi', 'lama', 'tiket', 'lebaran', 'cepat', 'habis', 'dalam', 'waktu', 'menit', 'sekarang', 'dahulu', 'pesan', 'tiket', 'lebaran', 'langsung', 'tuju', 'bayar', 'langsung', 'cepat', 'sekarang', 'pilih', 'dahulu', 'buat', 'mesan', 'tiket', 'kereta', 'hambat', 'tetapi', 'oke', 'batal', 'sama', 'ubah', 'jadwal', 'masalah']","['suka', 'versi', 'tiket', 'lebaran', 'cepat', 'habis', 'menit', 'pesan', 'tiket', 'lebaran', 'langsung', 'tuju', 'bayar', 'langsung', 'cepat', 'pilih', 'mesan', 'tiket', 'kereta', 'hambat', 'oke', 'batal', 'ubah', 'jadwal']"
"sudah bagus, perlu peningkatan",sudah bagus perlu peningkatan,"['sudah', 'bagus', 'perlu', 'peningkatan']","['sudah', 'bagus', 'perlu', 'peningkatan']","['sudah', 'bagus', 'perlu', 'tingkat']","['bagus', 'tingkat']"
"Aplikasi bagus dan lengkap, suka",aplikasi bagus  lengkap suka,"['aplikasi', 'bagus', 'lengkap', 'suka']","['aplikasi', 'bagus', 'lengkap', 'suka']","['aplikasi', 'bagus', 'lengkap', 'suka']","['aplikasi', 'bagus', 'lengkap', 'suka']"
"BENERIN LAH... MALU sama PAK JONAN... NGASIH BINTANG 5, BUKAN KARENA BAGUS APK-NYA...",benerin  malu sama  jonan ngasih bintang bukan karena bagus apknya,"['benerin', 'malu', 'sama', 'jonan', 'ngasih', 'bintang', 'bukan', 'karena', 'bagus', 'apknya']","['benerin', 'malu', 'sama', 'jonan', 'memberi', 'bintang', 'bukan', 'karena', 'bagus', 'aplikasinya']","['benerin', 'malu', 'sama', 'jonan', 'beri', 'bintang', 'bukan', 'karena', 'bagus', 'aplikasi']","['benerin', 'malu', 'jonan', 'bintang', 'bagus', 'aplikasi']"
Cepat dan membantu pemesanan tiket tidak perlu ngantri panjang di loket tmksh,cepat  membantu pemesanan tiket tidak perlu ngantri panjang  loket tmksh,"['cepat', 'membantu', 'pemesanan', 'tiket', 'tidak', 'perlu', 'ngantri', 'panjang', 'loket', 'tmksh']","['cepat', 'membantu', 'pemesanan', 'tiket', 'tidak', 'perlu', 'antre', 'panjang', 'loket', 'terima', 'kasih']","['cepat', 'bantu', 'mesan', 'tiket', 'tidak', 'perlu', 'antre', 'panjang', 'loket', 'terima', 'kasih']","['cepat', 'bantu', 'mesan', 'tiket', 'antre', 'loket', 'terima', 'kasih']"
"Saya bersandingan dengan router wifi saya di tengah malam hanya saya yang memakai, data seluler pun Sinyal penuh dan 4g+ tapi untuk memesan/mengecek jadwal error2 terus pokoknya susah nya minta ampun sampe saya Restart belum bisa akhirnya begitu saya install ulang bisa walaupun tetep agak2 gimana gitu",saya bersandingan dengan router wifi saya  tengah malam hanya saya yang memakai data seluler  sinyal penuh   tapi untuk memesanmengecek jadwal error terus pokoknya susah  minta ampun sampe saya restart belum bisa akhirnya begitu saya install ulang bisa walaupun tetep agak gimana gitu,"['saya', 'bersandingan', 'dengan', 'router', 'wifi', 'saya', 'tengah', 'malam', 'hanya', 'saya', 'yang', 'memakai', 'data', 'seluler', 'sinyal', 'penuh', 'tapi', 'untuk', 'memesanmengecek', 'jadwal', 'error', 'terus', 'pokoknya', 'susah', 'minta', 'ampun', 'sampe', 'saya', 'restart', 'belum', 'bisa', 'akhirnya', 'begitu', 'saya', 'install', 'ulang', 'bisa', 'walaupun', 'tetep', 'agak', 'gimana', 'gitu']","['saya', 'bersandingan', 'dengan', 'router', 'wifi', 'saya', 'tengah', 'malam', 'hanya', 'saya', 'yang', 'memakai', 'data', 'seluler', 'sinyal', 'penuh', 'tetapi', 'untuk', 'memesan', 'mengecek', 'jadwal', 'kesalahan', 'kemudian', 'intinya', 'sulit', 'diminta', 'ampun', 'sampai', 'saya', 'perangkat', 'dimatikan', 'dan', 'dinyalakan', 'kembali', 'belum', 'bisa', 'akhirnya', 'begitu', 'saya', 'memasang', 'ulang', 'bisa', 'walau', 'tetap', 'sedikit', 'bagaimana', 'begitu']","['saya', 'sanding', 'dengan', 'router', 'wifi', 'saya', 'tengah', 'malam', 'hanya', 'saya', 'yang', 'pakai', 'data', 'seluler', 'sinyal', 'penuh', 'tetapi', 'untuk', 'mes', 'ecek', 'jadwal', 'salah', 'kemudian', 'inti', 'sulit', 'minta', 'ampun', 'sampai', 'saya', 'perangkat', 'mati', 'dan', 'nyala', 'kembali', 'belum', 'bisa', 'akhir', 'begitu', 'saya', 'pasang', 'ulang', 'bisa', 'walau', 'tetap', 'sedikit', 'bagaimana', 'begitu']","['sanding', 'router', 'wifi', 'malam', 'pakai', 'data', 'seluler', 'sinyal', 'penuh', 'mes', 'ecek', 'jadwal', 'salah', 'inti', 'sulit', 'ampun', 'perangkat', 'mati', 'nyala', 'pasang', 'ulang']"
"sangat membantu,terima kasih KAI",sangat membantuterima kasih kai,"['sangat', 'membantuterima', 'kasih', 'kai']","['sangat', 'membantu', 'terima', 'kasih', 'kai']","['sangat', 'bantu', 'terima', 'kasih', 'kai']","['bantu', 'terima', 'kasih', 'kai']"
Memesan tiket kereta api lebih mudah,memesan tiket kereta  lebih mudah,"['memesan', 'tiket', 'kereta', 'lebih', 'mudah']","['memesan', 'tiket', 'kereta', 'lebih', 'mudah']","['mes', 'tiket', 'kereta', 'lebih', 'mudah']","['mes', 'tiket', 'kereta', 'mudah']"
"aplikasinya sangat bagus, tapi tolong saya menemukan bugs dimana saat lupa password otpnya tidak terkirim di email, mohon pencerahannya",aplikasinya sangat bagus tapi tolong saya menemukan bugs dimana saat lupa password otpnya tidak terkirim  email mohon pencerahannya,"['aplikasinya', 'sangat', 'bagus', 'tapi', 'tolong', 'saya', 'menemukan', 'bugs', 'dimana', 'saat', 'lupa', 'password', 'otpnya', 'tidak', 'terkirim', 'email', 'mohon', 'pencerahannya']","['aplikasi', 'nya', 'sangat', 'bagus', 'tetapi', 'tolong', 'saya', 'menemukan', 'hambata', 'di', 'mana', 'saat', 'lupa', 'kata', 'sandi', 'otp', 'nya', 'tidak', 'terkirim', 'email', 'mohon', 'pencerahannya']","['aplikasi', 'nya', 'sangat', 'bagus', 'tetapi', 'tolong', 'saya', 'temu', 'hambata', 'di', 'mana', 'saat', 'lupa', 'kata', 'sandi', 'otp', 'nya', 'tidak', 'kirim', 'email', 'mohon', 'cerah']","['aplikasi', 'bagus', 'tolong', 'temu', 'hambata', 'lupa', 'sandi', 'otp', 'kirim', 'email', 'mohon', 'cerah']"
"Mengapa terlalu cepat meng-update aplikasi? Saya kira 4 - 6 bulan. Ini gak, cepet bgt. Lagi buka aplikasi, buat pesen/ mau nunjukin boarding. Tau2 muncul update. Kan kita blm tentu dapet sinyal atau lg buru2 krn waktunya mepet.",mengapa terlalu cepat mengupdate aplikasi saya kira bulan   cepet  lagi buka aplikasi buat pesen  nunjukin boarding  muncul update  kita  tentu dapet sinyal atau  buru  waktunya mepet,"['mengapa', 'terlalu', 'cepat', 'mengupdate', 'aplikasi', 'saya', 'kira', 'bulan', 'cepet', 'lagi', 'buka', 'aplikasi', 'buat', 'pesen', 'nunjukin', 'boarding', 'muncul', 'update', 'kita', 'tentu', 'dapet', 'sinyal', 'atau', 'buru', 'waktunya', 'mepet']","['mengapa', 'terlalu', 'cepat', 'mengupdate', 'aplikasi', 'saya', 'kira', 'bulan', 'cepat', 'lagi', 'buka', 'aplikasi', 'untuk', 'pesan', 'menunjukkan', 'boarding', 'muncul', 'pembaruan', 'kita', 'tentu', 'dapatenggak', ':', 'tidak', 'sinyal', 'atau', 'tergesa', 'gesa', 'waktunya', 'dekat']","['mengapa', 'terlalu', 'cepat', 'mengupdate', 'aplikasi', 'saya', 'kira', 'bulan', 'cepat', 'lagi', 'buka', 'aplikasi', 'untuk', 'pesan', 'tunjuk', 'boarding', 'muncul', 'baru', 'kita', 'tentu', 'dapatenggak', '', 'tidak', 'sinyal', 'atau', 'gesa', 'gesa', 'waktu', 'dekat']","['cepat', 'mengupdate', 'aplikasi', 'cepat', 'buka', 'aplikasi', 'pesan', 'boarding', 'muncul', 'dapatenggak', '', 'sinyal', 'gesa', 'gesa']"
aplikasi yang sangat bagus 🙏🙏,aplikasi yang sangat bagus,"['aplikasi', 'yang', 'sangat', 'bagus']","['aplikasi', 'yang', 'sangat', 'bagus']","['aplikasi', 'yang', 'sangat', 'bagus']","['aplikasi', 'bagus']"
Menjelang lebaran harus lebih baik.jgn down pd jam buka,menjelang lebaran harus lebih baikjgn down   buka,"['menjelang', 'lebaran', 'harus', 'lebih', 'baikjgn', 'down', 'buka']","['menjelang', 'lebaran', 'harus', 'lebih', 'baik', 'jangan', 'down', 'buka']","['jelang', 'lebaran', 'harus', 'lebih', 'baik', 'jangan', 'down', 'buka']","['jelang', 'lebaran', 'down', 'buka']"
"sangat kecewa, mau cetak ulang tiket tidak bisa dengan alasan yang tidak jelas. Itulah hebatnya KAI karena monopoli. Coba ada KAI yg lain mungkin tidak akan dipersulit seperti ini. Dibandingkan dengan tiket pesawat, lebih mudah cetak ulang tiketnya. Biar mau cetak 1 juta lembar juga bisa. Enggak mungkin yg naik pesawat dengan satu kode booking jumlahnya sampek 2. terima kasih, walaupun alot dengan syarat melampirkan ktp asli dan kk akhirnya diberikan tiket pengganti.",sangat kecewa  cetak ulang tiket tidak bisa dengan alasan yang tidak jelas itulah hebatnya kai karena monopoli coba  kai  lain mungkin tidak akan dipersulit seperti  dibandingkan dengan tiket pesawat lebih mudah cetak ulang tiketnya biar  cetak juta lembar juga bisa enggak mungkin  naik pesawat dengan satu kode booking jumlahnya sampek terima kasih walaupun alot dengan syarat melampirkan  asli   akhirnya diberikan tiket pengganti,"['sangat', 'kecewa', 'cetak', 'ulang', 'tiket', 'tidak', 'bisa', 'dengan', 'alasan', 'yang', 'tidak', 'jelas', 'itulah', 'hebatnya', 'kai', 'karena', 'monopoli', 'coba', 'kai', 'lain', 'mungkin', 'tidak', 'akan', 'dipersulit', 'seperti', 'dibandingkan', 'dengan', 'tiket', 'pesawat', 'lebih', 'mudah', 'cetak', 'ulang', 'tiketnya', 'biar', 'cetak', 'juta', 'lembar', 'juga', 'bisa', 'enggak', 'mungkin', 'naik', 'pesawat', 'dengan', 'satu', 'kode', 'booking', 'jumlahnya', 'sampek', 'terima', 'kasih', 'walaupun', 'alot', 'dengan', 'syarat', 'melampirkan', 'asli', 'akhirnya', 'diberikan', 'tiket', 'pengganti']","['sangat', 'kecewa', 'cetak', 'ulang', 'tiket', 'tidak', 'bisa', 'dengan', 'alasan', 'yang', 'tidak', 'jelas', 'itulah', 'hebatnya', 'kai', 'karena', 'monopoli', 'coba', 'kai', 'lain', 'sebaiknya', 'tidak', 'akan', 'dipersulit', 'seperti', 'dibandingkan', 'dengan', 'tiket', 'pesawat', 'lebih', 'mudah', 'cetak', 'ulang', 'tiketnya', 'agar', 'cetak', 'juga', 'lembar', 'juga', 'bisa', 'enggak', 'sebaiknya', 'naik', 'pesawat', 'dengan', 'satu', 'kode', 'pemesanan', 'jumlahnya', 'sampai', 'terima', 'kasih', 'walau', 'alot', 'dengan', 'syarat', 'melampirkan', 'asli', 'akhirnya', 'diberikan', 'tiket', 'pengganti']","['sangat', 'kecewa', 'cetak', 'ulang', 'tiket', 'tidak', 'bisa', 'dengan', 'alas', 'yang', 'tidak', 'jelas', 'itu', 'hebat', 'kai', 'karena', 'monopoli', 'coba', 'kai', 'lain', 'baik', 'tidak', 'akan', 'sulit', 'seperti', 'banding', 'dengan', 'tiket', 'pesawat', 'lebih', 'mudah', 'cetak', 'ulang', 'tiket', 'agar', 'cetak', 'juga', 'lembar', 'juga', 'bisa', 'enggak', 'baik', 'naik', 'pesawat', 'dengan', 'satu', 'kode', 'mesan', 'jumlah', 'sampai', 'terima', 'kasih', 'walau', 'alot', 'dengan', 'syarat', 'lampir', 'asli', 'akhir', 'beri', 'tiket', 'ganti']","['kecewa', 'cetak', 'ulang', 'tiket', 'alas', 'hebat', 'kai', 'monopoli', 'coba', 'kai', 'sulit', 'banding', 'tiket', 'pesawat', 'mudah', 'cetak', 'ulang', 'tiket', 'cetak', 'lembar', 'pesawat', 'kode', 'mesan', 'terima', 'kasih', 'alot', 'syarat', 'lampir', 'asli', 'tiket', 'ganti']"
sangat praktis sekali,sangat praktis sekali,"['sangat', 'praktis', 'sekali']","['sangat', 'praktis', 'sekali']","['sangat', 'praktis', 'sekali']",['praktis']
memudahkan mecari tiket kereta api,memudahkan mecari tiket kereta ,"['memudahkan', 'mecari', 'tiket', 'kereta']","['memudahkan', 'mencari', 'tiket', 'kereta']","['mudah', 'cari', 'tiket', 'kereta']","['mudah', 'cari', 'tiket', 'kereta']"
"Alhamdulillah, ok, , mudah di gunakan",alhamdulillah  mudah  gunakan,"['alhamdulillah', 'mudah', 'gunakan']","['alhamdulillah', 'mudah', 'gunakan']","['alhamdulillah', 'mudah', 'guna']","['alhamdulillah', 'mudah']"
mohon diperbayak kereta arus balik,mohon diperbayak kereta arus balik,"['mohon', 'diperbayak', 'kereta', 'arus', 'balik']","['mohon', 'diperbayak', 'kereta', 'arus', 'balik']","['mohon', 'bayak', 'kereta', 'arus', 'balik']","['mohon', 'bayak', 'kereta', 'arus']"
semoga kedepannya jd lebih baik lagi,semoga kedepannya  lebih baik lagi,"['semoga', 'kedepannya', 'lebih', 'baik', 'lagi']","['semoga', 'ke', 'depannya', 'lebih', 'baik', 'lagi']","['moga', 'ke', 'depan', 'lebih', 'baik', 'lagi']",['moga']
sangat memudahkan petjalfndn,sangat memudahkan petjalfndn,"['sangat', 'memudahkan', 'petjalfndn']","['sangat', 'memudahkan', 'perjalanan']","['sangat', 'mudah', 'jalan']","['mudah', 'jalan']"
Applikasinya sangat membantu,applikasinya sangat membantu,"['applikasinya', 'sangat', 'membantu']","['aplikasinya', 'sangat', 'membantu']","['aplikasi', 'sangat', 'bantu']","['aplikasi', 'bantu']"
Alhamdulillah terbantukan dgn aplikasi ini,alhamdulillah terbantukan  aplikasi ,"['alhamdulillah', 'terbantukan', 'aplikasi']","['alhamdulillah', 'terbantukan', 'aplikasi']","['alhamdulillah', 'bantu', 'aplikasi']","['alhamdulillah', 'bantu', 'aplikasi']"
keren KAI skrng . pertahankan trusss...,keren kai skrng pertahankan trusss,"['keren', 'kai', 'skrng', 'pertahankan', 'trusss']","['keren', 'kai', 'sekarang', 'pertahankan', 'terus']","['keren', 'kai', 'sekarang', 'tahan', 'terus']","['keren', 'kai', 'tahan']"
pokoknya mantab.....pesen tiket disini,pokoknya mantabpesen tiket disini,"['pokoknya', 'mantabpesen', 'tiket', 'disini']","['intinya', 'mantap', 'pesan', 'tiket', 'disini']","['inti', 'mantap', 'pesan', 'tiket', 'sini']","['inti', 'mantap', 'pesan', 'tiket']"
cepat dan mudah,cepat  mudah,"['cepat', 'mudah']","['cepat', 'mudah']","['cepat', 'mudah']","['cepat', 'mudah']"
sangat memudahkan kami dalam memesan tiket KA,sangat memudahkan kami dalam memesan tiket ,"['sangat', 'memudahkan', 'kami', 'dalam', 'memesan', 'tiket']","['sangat', 'memudahkan', 'kami', 'dalam', 'memesan', 'tiket']","['sangat', 'mudah', 'kami', 'dalam', 'mes', 'tiket']","['mudah', 'mes', 'tiket']"
memuaskan kebutuhan mudik lebaran bersama KAI,memuaskan kebutuhan mudik lebaran bersama kai,"['memuaskan', 'kebutuhan', 'mudik', 'lebaran', 'bersama', 'kai']","['memuaskan', 'kebutuhan', 'pulang', 'kampung', 'lebaran', 'bersama', 'kai']","['muas', 'butuh', 'pulang', 'kampung', 'lebaran', 'sama', 'kai']","['muas', 'butuh', 'pulang', 'kampung', 'lebaran', 'kai']"
sangat membantu pemesanan tiket,sangat membantu pemesanan tiket,"['sangat', 'membantu', 'pemesanan', 'tiket']","['sangat', 'membantu', 'pemesanan', 'tiket']","['sangat', 'bantu', 'mesan', 'tiket']","['bantu', 'mesan', 'tiket']"
aplikasinya sangat membantu,aplikasinya sangat membantu,"['aplikasinya', 'sangat', 'membantu']","['aplikasi', 'nya', 'sangat', 'membantu']","['aplikasi', 'nya', 'sangat', 'bantu']","['aplikasi', 'bantu']"
sangat nyaman naek kreta,sangat nyaman naek kreta,"['sangat', 'nyaman', 'naek', 'kreta']","['sangat', 'nyaman', 'naik', 'kereta']","['sangat', 'nyaman', 'naik', 'kereta']","['nyaman', 'kereta']"
bagus dan sangat membantu,bagus  sangat membantu,"['bagus', 'sangat', 'membantu']","['bagus', 'sangat', 'membantu']","['bagus', 'sangat', 'bantu']","['bagus', 'bantu']"
"Kereen, sudah upadate baik kembali.",kereen sudah upadate baik kembali,"['kereen', 'sudah', 'upadate', 'baik', 'kembali']","['keren', 'sudah', 'upadate', 'baik', 'kembali']","['keren', 'sudah', 'upadate', 'baik', 'kembali']","['keren', 'upadate']"
ok mantap buat kebutuhan saya, mantap buat kebutuhan saya,"['mantap', 'buat', 'kebutuhan', 'saya']","['bagus', 'untuk', 'kebutuhan', 'saya']","['bagus', 'untuk', 'butuh', 'saya']","['bagus', 'butuh']"
"terimakasih,berguna buat semua utk kemudahan",terimakasihberguna buat semua  kemudahan,"['terimakasihberguna', 'buat', 'semua', 'kemudahan']","['terima', 'kasih', 'berguna', 'untuk', 'semua', 'kemudahan']","['terima', 'kasih', 'guna', 'untuk', 'semua', 'mudah']","['terima', 'kasih', 'mudah']"
Alhamdulillah sudah kembali saldo saya,alhamdulillah sudah kembali saldo saya,"['alhamdulillah', 'sudah', 'kembali', 'saldo', 'saya']","['alhamdulillah', 'sudah', 'kembali', 'saldo', 'saya']","['alhamdulillah', 'sudah', 'kembali', 'saldo', 'saya']","['alhamdulillah', 'saldo']"
sistemx tlong di bnerin jgn ngelag terus..... malu2in KAI,sistemx tlong  bnerin  ngelag terus maluin kai,"['sistemx', 'tlong', 'bnerin', 'ngelag', 'terus', 'maluin', 'kai']","['system', 'tolong', 'perbaiki', 'gangguan', 'kemudian', 'malu', 'kai']","['system', 'tolong', 'baik', 'ganggu', 'kemudian', 'malu', 'kai']","['system', 'tolong', 'ganggu', 'malu', 'kai']"
Aplikasi yg sangat membantu perjalanan,aplikasi  sangat membantu perjalanan,"['aplikasi', 'sangat', 'membantu', 'perjalanan']","['aplikasi', 'sangat', 'membantu', 'perjalanan']","['aplikasi', 'sangat', 'bantu', 'jalan']","['aplikasi', 'bantu', 'jalan']"
bagus pelayanan,bagus pelayanan,"['bagus', 'pelayanan']","['bagus', 'pelayanan']","['bagus', 'layan']","['bagus', 'layan']"
"agak ribet,,soalnya pertamakali",agak ribetsoalnya pertamakali,"['agak', 'ribetsoalnya', 'pertamakali']","['sedikit', 'rumit', 'pertama', 'kali']","['sedikit', 'rumit', 'pertama', 'kali']","['rumit', 'kali']"
mudah dan aman,mudah  aman,"['mudah', 'aman']","['mudah', 'aman']","['mudah', 'aman']","['mudah', 'aman']"
pake kereta lbh nyaman,pake kereta  nyaman,"['pake', 'kereta', 'nyaman']","['menggunakan', 'kereta', 'nyaman']","['guna', 'kereta', 'nyaman']","['kereta', 'nyaman']"
Cepat dan aman,cepat  aman,"['cepat', 'aman']","['cepat', 'aman']","['cepat', 'aman']","['cepat', 'aman']"
terima kasih sangat membantu,terima kasih sangat membantu,"['terima', 'kasih', 'sangat', 'membantu']","['terima', 'kasih', 'sangat', 'membantu']","['terima', 'kasih', 'sangat', 'bantu']","['terima', 'kasih', 'bantu']"
sangat puas bangett ok,sangat puas bangett ,"['sangat', 'puas', 'bangett']","['sangat', 'puas', 'bangett']","['sangat', 'puas', 'bangett']","['puas', 'bangett']"
sangat membantu terimakasih,sangat membantu terimakasih,"['sangat', 'membantu', 'terimakasih']","['sangat', 'membantu', 'terima', 'kasih']","['sangat', 'bantu', 'terima', 'kasih']","['bantu', 'terima', 'kasih']"
baik dan membantu,baik  membantu,"['baik', 'membantu']","['baik', 'membantu']","['baik', 'bantu']",['bantu']
aplikasi yg keren sekali,aplikasi  keren sekali,"['aplikasi', 'keren', 'sekali']","['aplikasi', 'keren', 'sekali']","['aplikasi', 'keren', 'sekali']","['aplikasi', 'keren']"
sangat membantu sekali,sangat membantu sekali,"['sangat', 'membantu', 'sekali']","['sangat', 'membantu', 'sekali']","['sangat', 'bantu', 'sekali']",['bantu']
jadi mudah terjangkau,jadi mudah terjangkau,"['jadi', 'mudah', 'terjangkau']","['sehingga', 'mudah', 'terjangkau']","['sehingga', 'mudah', 'jangkau']","['mudah', 'jangkau']"
mantap proses cepat,mantap proses cepat,"['mantap', 'proses', 'cepat']","['bagus', 'proses', 'cepat']","['bagus', 'proses', 'cepat']","['bagus', 'proses', 'cepat']"
Sangat mudah dipakai,sangat mudah dipakai,"['sangat', 'mudah', 'dipakai']","['sangat', 'mudah', 'dipakai']","['sangat', 'mudah', 'pakai']","['mudah', 'pakai']"
Sangat memudahkan saat akan bepergian. Bisa dengan mudah merencanakan dan re-skejul saat ada keperluan mendadak. Dan makin dipermudah dengan pembayaran via LinkAja. Gak perlu ke ATM/minimarket lagi..,sangat memudahkan saat akan bepergian bisa dengan mudah merencanakan  reskejul saat  keperluan mendadak  makin dipermudah dengan pembayaran  linkaja  perlu  atmminimarket lagi,"['sangat', 'memudahkan', 'saat', 'akan', 'bepergian', 'bisa', 'dengan', 'mudah', 'merencanakan', 'reskejul', 'saat', 'keperluan', 'mendadak', 'makin', 'dipermudah', 'dengan', 'pembayaran', 'linkaja', 'perlu', 'atmminimarket', 'lagi']","['sangat', 'memudahkan', 'saat', 'akan', 'bepergian', 'bisa', 'dengan', 'mudah', 'merencanakan', 'mengubah', 'jadwal', 'saat', 'keperluan', 'mendadak', 'semakin', 'dipermudah', 'dengan', 'pembayaran', 'linkaja', 'perlu', 'atm', 'mini', 'market', 'lagi']","['sangat', 'mudah', 'saat', 'akan', 'pergi', 'bisa', 'dengan', 'mudah', 'rencana', 'ubah', 'jadwal', 'saat', 'perlu', 'dadak', 'makin', 'mudah', 'dengan', 'bayar', 'linkaja', 'perlu', 'atm', 'mini', 'market', 'lagi']","['mudah', 'pergi', 'mudah', 'rencana', 'ubah', 'jadwal', 'dadak', 'mudah', 'bayar', 'linkaja', 'atm', 'mini', 'market']"
Pelayanan KAI semakin baik,pelayanan kai semakin baik,"['pelayanan', 'kai', 'semakin', 'baik']","['pelayanan', 'kai', 'semakin', 'baik']","['layan', 'kai', 'makin', 'baik']","['layan', 'kai']"
suka ngadat juga,suka ngadat juga,"['suka', 'ngadat', 'juga']","['suka', 'mengalami', 'gangguan', 'juga']","['suka', 'alami', 'ganggu', 'juga']","['suka', 'alami', 'ganggu']"
Praktis dan mudah mengakses layanannya,praktis  mudah mengakses layanannya,"['praktis', 'mudah', 'mengakses', 'layanannya']","['praktis', 'mudah', 'mengakses', 'layanannya']","['praktis', 'mudah', 'akses', 'layan']","['praktis', 'mudah', 'akses', 'layan']"
