content,case folding
"aplikasi taaiiiiiii.. udh dibelain begadang buat beli tiket lokal, buka aplikasi dari jam 00:00 sampe jam 02:00 selalu timeout, ehhh pas udh bisa malah tiket udh habis gillaaaaaaaaakkkkkk..","aplikasi taaiiiiiii.. udh dibelain begadang buat beli tiket lokal, buka aplikasi dari jam 00:00 sampe jam 02:00 selalu timeout, ehhh pas udh bisa malah tiket udh habis gillaaaaaaaaakkkkkk.."
"PARAH UDAH BAYAR MALAH TIKETNYA GAK MUNCUL, UDAH SUSAH BANGET PULA CARI TIKETNYA","parah udah bayar malah tiketnya gak muncul, udah susah banget pula cari tiketnya"
"apk koyok bosok,pesen tiket ae cek angel, e,time at time out ae","apk koyok bosok,pesen tiket ae cek angel, e,time at time out ae"
pesan ka dhohoPenataran selalu timeout. belinya mesti offline di stasiun. terus apa gunanya aplikasi ini,pesan ka dhohopenataran selalu timeout. belinya mesti offline di stasiun. terus apa gunanya aplikasi ini
ga bgtt kalo loading tu jgn lama lamaa time out mulu jadinya kehabisankan hdeh percuma war gda guna orang apknya lemot trs gjelas,ga bgtt kalo loading tu jgn lama lamaa time out mulu jadinya kehabisankan hdeh percuma war gda guna orang apknya lemot trs gjelas
"2hari kemarin mau boking tiket trobel trus, tau2 ud habis aj👎","2hari kemarin mau boking tiket trobel trus, tau2 ud habis aj👎"
"Tolong sistem untuk kelas ekonomi di perbaiki lagi ya masak pesennya udah tepat waktu tinggal bayar malah eror habis itu tidak ada jadwal trus tiba tiba tiket habis tolong di perbaiki lagi sistemnya yang ekonomi saya mau mesen juga nunggu waktu harus begadang dulu tapi tiba"" tiket habis","tolong sistem untuk kelas ekonomi di perbaiki lagi ya masak pesennya udah tepat waktu tinggal bayar malah eror habis itu tidak ada jadwal trus tiba tiba tiket habis tolong di perbaiki lagi sistemnya yang ekonomi saya mau mesen juga nunggu waktu harus begadang dulu tapi tiba"" tiket habis"
"Udah ditunggu jam 12 malam, saat mau beli loading parah. ditunggu lama akhirnya muncul tpi udah byk yah hbis. giliran ada kursinya pas mau tahap pilih kursi malah pas diklik malah timeout trus. dicoba lgi trus sampai jm 2 udah gk ada kursi . gmna nih aplikasinya, udah direfresh udah logout udab bersihkan cache sampai install uninstall juga masih gk bsa. Kasihan kami yg udah nunggu dan mantengin lama2, eh hasilnya zonk","udah ditunggu jam 12 malam, saat mau beli loading parah. ditunggu lama akhirnya muncul tpi udah byk yah hbis. giliran ada kursinya pas mau tahap pilih kursi malah pas diklik malah timeout trus. dicoba lgi trus sampai jm 2 udah gk ada kursi . gmna nih aplikasinya, udah direfresh udah logout udab bersihkan cache sampai install uninstall juga masih gk bsa. kasihan kami yg udah nunggu dan mantengin lama2, eh hasilnya zonk"
"cari tiket sudah standby dari jam 00.00,bgtu buka blm ada 1menit.pemberangkatan yg lokal ke 2,3 sudah habis.saya cek lagi 00.30 tiket sudah habis.yg saya Herankan,mereka dapat tiket itu pakai MANTRA APA?!!!!!?kok yg dpt cepet bgts.sedangkan saya cari tiket susah bgt, jadwal TDK kluar2,giliran kluar tinggal pesan TIMEOUT TERUS.Begitu tinggal merem bbrp menit tiket HABIS.APA HARUS KENAL ORANG DALAM 🙄","cari tiket sudah standby dari jam 00.00,bgtu buka blm ada 1menit.pemberangkatan yg lokal ke 2,3 sudah habis.saya cek lagi 00.30 tiket sudah habis.yg saya herankan,mereka dapat tiket itu pakai mantra apa?!!!!!?kok yg dpt cepet bgts.sedangkan saya cari tiket susah bgt, jadwal tdk kluar2,giliran kluar tinggal pesan timeout terus.begitu tinggal merem bbrp menit tiket habis.apa harus kenal orang dalam 🙄"
"aplikasi sangat menjengkelkan mau beli tiket gk bs², mending balikin aja sistem kayak dulu!!! beli ny di stasiun lgsg 3/2 jam sblm brgkat 🤦🏻‍♀️🤦🏻‍♀️","aplikasi sangat menjengkelkan mau beli tiket gk bs², mending balikin aja sistem kayak dulu!!! beli ny di stasiun lgsg 3/2 jam sblm brgkat 🤦🏻‍♀️🤦🏻‍♀️"
"seminggu war tiket sampai begadang trs apk error. Ga dpt"" tolong diperbaiki!!","seminggu war tiket sampai begadang trs apk error. ga dpt"" tolong diperbaiki!!"
"sering nge bug, blank alias Zong terutama pas liburan dan mudik, kesalahan sistem atau jaringan masih belum tau, apakah harus pake wifi warkop sebelah? atau gimana. udah sejam nyoba masuk cuman tertera UPSS JADWAL TIDAK DI TEMUKAN..... sejam 15 menit Bru bisa di akses tapi zomk, tiket habis 🤬🤬 pesen yg berdiri laahh sama TIMEOUT","sering nge bug, blank alias zong terutama pas liburan dan mudik, kesalahan sistem atau jaringan masih belum tau, apakah harus pake wifi warkop sebelah? atau gimana. udah sejam nyoba masuk cuman tertera upss jadwal tidak di temukan..... sejam 15 menit bru bisa di akses tapi zomk, tiket habis 🤬🤬 pesen yg berdiri laahh sama timeout"
"APLIKASI SAMPAH SERVER SAMPAH!!! BELI TIKET LOKAL AJA SUSAH BANGET TIMEOUT TERUS, KECEWA BERAT UDAH PESEN TIKET ANTAR KOTA MALAH BATAL PERKARA GADAPET KERETA LOKAL BUAT KE STASIUN TUJUAN!!!","aplikasi sampah server sampah!!! beli tiket lokal aja susah banget timeout terus, kecewa berat udah pesen tiket antar kota malah batal perkara gadapet kereta lokal buat ke stasiun tujuan!!!"
gk jelas,gk jelas
"aplikasi lemot, tidak berfungsi dengan baik untuk pemesanan tiket, perlu ditingkatkan lagi","aplikasi lemot, tidak berfungsi dengan baik untuk pemesanan tiket, perlu ditingkatkan lagi"
selalu server time out. padahal sudah bela²in begadang beli tiket.,selalu server time out. padahal sudah bela²in begadang beli tiket.
"mau pesan tiket aja selalu muncul jadwal belum tersedia dari mulai jam 12 malam sampai setengah 2 pagi, sekalinya bisa pilih kereta pulang pergi kena times out... menyusahkan sekali, mending pakek loket2 jaman kayak dlu aja 😏","mau pesan tiket aja selalu muncul jadwal belum tersedia dari mulai jam 12 malam sampai setengah 2 pagi, sekalinya bisa pilih kereta pulang pergi kena times out... menyusahkan sekali, mending pakek loket2 jaman kayak dlu aja 😏"
"parah aplikasi ini saya kira cuma saya saja yang mengalami kendala time out ketika mau pembayaran , dan tiba tiba kembali ke menu utama , pas mau pesan lagi tiba tiba jadwal tidak tersedia , setelah saya baca komen banyak yang seperti itu ternyata , tolong lah kai accsses jangan dipersulit","parah aplikasi ini saya kira cuma saya saja yang mengalami kendala time out ketika mau pembayaran , dan tiba tiba kembali ke menu utama , pas mau pesan lagi tiba tiba jadwal tidak tersedia , setelah saya baca komen banyak yang seperti itu ternyata , tolong lah kai accsses jangan dipersulit"
coba masih di pegang bapak Ignasius jonan..pasti gak seperti ini apk nya.,coba masih di pegang bapak ignasius jonan..pasti gak seperti ini apk nya.
"udah dipantengin, ditungguin nahan ngantuk sampek gak tidur, gak bisa bisa dipesen tiketnya, kena time out terus, udah dicoba berulang ulang ulang ulang ulang ulang kali, ttep time out, mana ngepasin jadwal, mundur terus krna tiketnya keburu kehabisan, gantian ditungguin pas teng jam 00.00 timeout terus gabisa bisa, wifi lancar jayaaa sampai stgh 2 belum tidur nungguin sampek bisa, ternyata tiketnya udah sisa tanpa kursi aja 🤣, kocccaakkkk ini tiketnya boleh dibeli nggak sih 🥲","udah dipantengin, ditungguin nahan ngantuk sampek gak tidur, gak bisa bisa dipesen tiketnya, kena time out terus, udah dicoba berulang ulang ulang ulang ulang ulang kali, ttep time out, mana ngepasin jadwal, mundur terus krna tiketnya keburu kehabisan, gantian ditungguin pas teng jam 00.00 timeout terus gabisa bisa, wifi lancar jayaaa sampai stgh 2 belum tidur nungguin sampek bisa, ternyata tiketnya udah sisa tanpa kursi aja 🤣, kocccaakkkk ini tiketnya boleh dibeli nggak sih 🥲"
aplikasi ga jelas masih banyak kendala yang harus diperbaiki!!,aplikasi ga jelas masih banyak kendala yang harus diperbaiki!!
"bug nya parah bgt, respon admin jg sprtinha kewalahan jd baru di balas 3hari ini setiap mau pesan jg selalu tdk ditemukan jadwal tapi sekalinya bs tiketnya udh abis, jadi ngga bisa kumpul keluarga deh karna tiket udah pada abis pd sinyal bagus bgt tp tetep bug parah dr aplikasinya. mksh","bug nya parah bgt, respon admin jg sprtinha kewalahan jd baru di balas 3hari ini setiap mau pesan jg selalu tdk ditemukan jadwal tapi sekalinya bs tiketnya udh abis, jadi ngga bisa kumpul keluarga deh karna tiket udah pada abis pd sinyal bagus bgt tp tetep bug parah dr aplikasinya. mksh"
"aplikasi gajelas disuruh booking ka lokal h-7, pas mau booking jam 00.00 malah timeout mulu trus nanti tiba' tiketnya abis, tolong perbaiki bug nya KAI","aplikasi gajelas disuruh booking ka lokal h-7, pas mau booking jam 00.00 malah timeout mulu trus nanti tiba' tiketnya abis, tolong perbaiki bug nya kai"
"apaan dah pesen selalu ngelag, tiba-tiba time out, pas udah bisa malah kursinya abis","apaan dah pesen selalu ngelag, tiba-tiba time out, pas udah bisa malah kursinya abis"
"lucu sekali aplikasi ini, beli tiket kereta lokal H-7 jadwal tidak ditemukan terus setelah itu time out dan setelah muncul jadwal malah habis. sekelas BUMN malah nyusahin rakyat.","lucu sekali aplikasi ini, beli tiket kereta lokal h-7 jadwal tidak ditemukan terus setelah itu time out dan setelah muncul jadwal malah habis. sekelas bumn malah nyusahin rakyat."
"tolong dong kai, kl ad bintang mines ku kasih mines. plis tolong dibuat ringan aj, itu aplikasi d akses org banyak lemotnya masya Allah. tolonglah, diperbaiki lagi sumpah beli tiket kereta aja rasanya mau nangis😭knp lemot bgt.","tolong dong kai, kl ad bintang mines ku kasih mines. plis tolong dibuat ringan aj, itu aplikasi d akses org banyak lemotnya masya allah. tolonglah, diperbaiki lagi sumpah beli tiket kereta aja rasanya mau nangis😭knp lemot bgt."
bilangnya maintance tapi pas bisa tiket sudah penuh!!,bilangnya maintance tapi pas bisa tiket sudah penuh!!
"asli aplikasinya sekarang makin jelek. dulu mau serame apapun yang akses masih lancar, sekarang apa banget deh gak jelas","asli aplikasinya sekarang makin jelek. dulu mau serame apapun yang akses masih lancar, sekarang apa banget deh gak jelas"
Aplikasi apa ini sering TIMEOUT 🗿🗿🗿🗿🗿,aplikasi apa ini sering timeout 🗿🗿🗿🗿🗿
"kebanyakan error, mau pesen tiket jadi susah","kebanyakan error, mau pesen tiket jadi susah"
aplikasi tolol!! beli tiket dari jam 12 malem loading doang sampe tiket habis,aplikasi tolol!! beli tiket dari jam 12 malem loading doang sampe tiket habis
"KECEWAAAAAAA SAMA APK, SAYA SUDAH WAR TIKET UNTUK TGL 6 APRIL JAM 00.00, SAMPAI PUKUL 00.53 TIDAK BISA MELAKUKAN PEMBAYARAN. SAMPAI SAYA UNINSTAL DAN INSTAL ULANG TETAP TIDAK BISA.","kecewaaaaaaa sama apk, saya sudah war tiket untuk tgl 6 april jam 00.00, sampai pukul 00.53 tidak bisa melakukan pembayaran. sampai saya uninstal dan instal ulang tetap tidak bisa."
lemot mau booking tiket,lemot mau booking tiket
"Sistem gak jelas,setiap pesen tiket weekend mesti eror","sistem gak jelas,setiap pesen tiket weekend mesti eror"
"aplikasi tidak mendukung sama sekali, bolak balik time out dan loading nya lama banget, sampai kehabisan tiket","aplikasi tidak mendukung sama sekali, bolak balik time out dan loading nya lama banget, sampai kehabisan tiket"
"aplikasi time out terus susah di akses, tolong donk, server nya di perbaiki supaya mudah di akses, payah.... mau beli tiket menyusahkan","aplikasi time out terus susah di akses, tolong donk, server nya di perbaiki supaya mudah di akses, payah.... mau beli tiket menyusahkan"
Tolong kai sudah banyak laporan downnya server saat pembelian tiket. apakah tidak ada perbaikan?,tolong kai sudah banyak laporan downnya server saat pembelian tiket. apakah tidak ada perbaikan?
"Pelayanan kurang efisien, tiap pesan tiket selalu timeout, udah gitu tiba2 abis tiketnya, gk guna aplikasinya","pelayanan kurang efisien, tiap pesan tiket selalu timeout, udah gitu tiba2 abis tiketnya, gk guna aplikasinya"
"apk bapuk, sering kali merasakan sudah mulai antri dari jam 00.00 dan sudah terlanjur isi kai pay ujung""nya time out mulu dan tiket sudah habis. lebih MANUSIAWI antri seperti dulu beli tiket di stasiun.","apk bapuk, sering kali merasakan sudah mulai antri dari jam 00.00 dan sudah terlanjur isi kai pay ujung""nya time out mulu dan tiket sudah habis. lebih manusiawi antri seperti dulu beli tiket di stasiun."
"aplikasi LEMOT mau pesan tiket jadwal tidak di temukan terus tiba tiba tiket semua habis, APLIKASI LEMOT","aplikasi lemot mau pesan tiket jadwal tidak di temukan terus tiba tiba tiket semua habis, aplikasi lemot"
"dari jam 00.00 sudah masuk kode pin bayar,,, loading sampek 2jam belum dapat tiket. besoknya saya ulangin juga seperti itu. pliss tingkatin aplikasiMu🙏🙏🙏","dari jam 00.00 sudah masuk kode pin bayar,,, loading sampek 2jam belum dapat tiket. besoknya saya ulangin juga seperti itu. pliss tingkatin aplikasimu🙏🙏🙏"
"aplikasi GAK GUNA !! udah bela²in nunggu tengah malam dg paketan data & wifi lancar sampai 1 jam tetap dg ket ""jadwal tidak ditemukan"" bisapun saat isi data mau pilih kursi malah ""timeout"" buang² waktu saja, padahal sudah pakai 2hp hasilnya sama aja, giliran sudah ada jadwal ujung²nya ""TIKET HABIS"" kan baanngkeeeeee","aplikasi gak guna !! udah bela²in nunggu tengah malam dg paketan data & wifi lancar sampai 1 jam tetap dg ket ""jadwal tidak ditemukan"" bisapun saat isi data mau pilih kursi malah ""timeout"" buang² waktu saja, padahal sudah pakai 2hp hasilnya sama aja, giliran sudah ada jadwal ujung²nya ""tiket habis"" kan baanngkeeeeee"
buat cari tiket kereta lokal loading tok,buat cari tiket kereta lokal loading tok
"Upgrade bukannya malah bagus malah tambah jelek, tiap mau pesen tiket pasti tulisannya jadwal tidak ditemukan giliran udah muncul malah udah habis. Pas mau bayar pake qris juga qr nya gak muncul. Tolong dong perbaiki lagi servernya. Dari dulu sampai sekarang gak ada perubahan. Jangan cuma tampilan aplikasinya doang yang diupgrade servernya juga tolong diperbaiki!!!!!!! BUSUK BANGETTT","upgrade bukannya malah bagus malah tambah jelek, tiap mau pesen tiket pasti tulisannya jadwal tidak ditemukan giliran udah muncul malah udah habis. pas mau bayar pake qris juga qr nya gak muncul. tolong dong perbaiki lagi servernya. dari dulu sampai sekarang gak ada perubahan. jangan cuma tampilan aplikasinya doang yang diupgrade servernya juga tolong diperbaiki!!!!!!! busuk bangettt"
Aplikasi sampah.setelah diperbaharui susah pas mau bayar selalu error.enak aplikasi yang lama,aplikasi sampah.setelah diperbaharui susah pas mau bayar selalu error.enak aplikasi yang lama
aplikasi lemotttttt percuma di tggu mau buka pun gak bisa,aplikasi lemotttttt percuma di tggu mau buka pun gak bisa
1. Aplikasi sering menampilkan jadwal kosong padahal minimal tanggal pemesanan sudah pas 2. Server sering error,1. aplikasi sering menampilkan jadwal kosong padahal minimal tanggal pemesanan sudah pas 2. server sering error
"Server aplikasi sangat buruk, tidak ada perkembangan. Terutama pada saat pemesanan kereta lokal","server aplikasi sangat buruk, tidak ada perkembangan. terutama pada saat pemesanan kereta lokal"
Beli server bagusan dikit,beli server bagusan dikit
nyuruh update tapi setelah di-update malah keterangan tidak dapat menemukan jadwal kereta sistem nggak jelas😡😡😡😡,nyuruh update tapi setelah di-update malah keterangan tidak dapat menemukan jadwal kereta sistem nggak jelas😡😡😡😡
"aplikasi buruk sekali. mau beli tiket eror terus. kalau mau meluncurkan sistem beli online, harusnya sudah siap dan matang. kalau online jelek gini. mending cara offline aja.","aplikasi buruk sekali. mau beli tiket eror terus. kalau mau meluncurkan sistem beli online, harusnya sudah siap dan matang. kalau online jelek gini. mending cara offline aja."
kai localnya eror Mulu harus beli di stasiun langsung,kai localnya eror mulu harus beli di stasiun langsung
kesulitan beli tiket jadwal tidak di temukan padahal jam 00:00 masak tiba2 habis,kesulitan beli tiket jadwal tidak di temukan padahal jam 00:00 masak tiba2 habis
udah nungguin sampai jam 00:00. jadwal tdk di temukan. habis itu kena malah tp tiket sudah habis,udah nungguin sampai jam 00:00. jadwal tdk di temukan. habis itu kena malah tp tiket sudah habis
"Bisa ga sih databasenya diperbesar 🗿 Sekelas KAI kek gini, cih memalukan","bisa ga sih databasenya diperbesar 🗿 sekelas kai kek gini, cih memalukan"
makin lemot setelah di update,makin lemot setelah di update
apk terkonyol yg pernah saya instal ga bisa di buat war tiket sudah menunggu lama hasilnya nihil timeout melulu sudah coba selama 30 menit tiba2 sudah soldout semua apk ampas pengembangan terus malah bobrok,apk terkonyol yg pernah saya instal ga bisa di buat war tiket sudah menunggu lama hasilnya nihil timeout melulu sudah coba selama 30 menit tiba2 sudah soldout semua apk ampas pengembangan terus malah bobrok
TIDAK LAYAK PAKAI,tidak layak pakai
"tambah lama bukan semakin baik tp semakin buruk, baru kli ini nemu apk ada updatean tp semakin buruk","tambah lama bukan semakin baik tp semakin buruk, baru kli ini nemu apk ada updatean tp semakin buruk"
